stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,location_type,parent_station,wheelchair_boarding
FRESS_2,"Freyssinet",,  48.427483,  -4.570523,,,,2
KGLEUZ_3,"Kermengleuz",,  48.424625,  -4.564857,,,,1
PGOUES2,"Porte Gouesnou",,  48.430801,  -4.468173,,,,1
LAGADER1,"Lagadec",,  48.428463,  -4.470227,,,,1
LAGADEA1,"Lagadec",,  48.428528,  -4.468377,,,,1
LAGADEA2,"Lagadec",,  48.427708,  -4.467674,,,,1
LAGADER2,"Lagadec",,  48.427624,  -4.467297,,,,1
STFBLE1,"Stade F.Le Blé",,  48.402267,  -4.462705,,,,1
STFBLE2,"Stade F.Le Blé",,  48.402267,  -4.463680,,,,1
RKERE_1,"Roc'h-Kerezen",,  48.382439,  -4.377921,,,,1
RCKERE_2,"Roc'h-Kerezen",,  48.382519,  -4.377728,,,,1
PCOMME1,"Port de Commerce",,  48.385361,  -4.476504,,,,1
PCOMME2,"Port de Commerce",,  48.385326,  -4.476662,,,,1
PCHAT1,"Port du Château",,  48.381973,  -4.489528,,,,1
PCHAT2,"Port du Château",,  48.382057,  -4.489593,,,,1
BLEUETS2,"Bleuets",,  48.374081,  -4.584296,,,,1
KERLOIS1,"Kerloïs",,  48.441986,  -4.465806,,,,1
KERLOIS2,"Kerloïs",,  48.441772,  -4.465562,,,,1
KERLOIS3,"Kerloïs",,  48.441853,  -4.465003,,,,1
KERLOIS4,"Kerloïs scolaire",,  48.441967,  -4.466252,,,,1
ETANG1,"Etang",,  48.410358,  -4.520865,,,,1
ETANG2,"Etang",,  48.410305,  -4.520696,,,,1
PENFLD1,"Penfeld",,  48.410007,  -4.532722,,,,1
PENFLD2,"Penfeld",,  48.410431,  -4.532113,,,,1
LANCEL_1,"Lancelot",,  48.422600,  -4.556006,,,,1
LANCEL_2,"Lancelot",,  48.422565,  -4.556001,,,,1
GUIL_M_3,"Guilers Mairie",,  48.423553,  -4.558668,,,,1
GUIL_M_4,"Guilers Mairie",,  48.423019,  -4.558557,,,,1
KERION_1,"Kerionoc",,  48.424320,  -4.560884,,,,1
KERION_2,"Kerionoc",,  48.424267,  -4.561026,,,,1
KGLEUZ_4,"Kermengleuz",,  48.424576,  -4.564810,,,,1
ROBERV_3,"Roberval",,  48.427998,  -4.570009,,,,2
GUIL_E_3,"Guilers Eglise",,  48.425140,  -4.559786,,,,1
CHARP_4,"Charpentier",,  48.407875,  -4.501617,,,,1
CHARP_3,"Charpentier",,  48.407475,  -4.501673,,,,1
CHATEL_1,"Chatellier",,  48.409653,  -4.501606,,,,1
CHATEL_2,"Chatellier",,  48.409325,  -4.501658,,,,1
CPCIN_1,"Les Capucins",,  48.391823,  -4.504555,,,,1
CPCIN_2,"Les Capucins",,  48.391438,  -4.505548,,,,1
AWENA_1,"Guipavas Awena",,  48.440479,  -4.403117,,,,1
AWENA_2,"Guipavas Awena",,  48.440735,  -4.402580,,,,1
HARTEL_3,"Harteloire",,  48.392792,  -4.490969,,,,1
JAVOUH_1,"Javouhey",,  48.383236,  -4.503675,,,,1
JAVOUH_2,"Javouhey",,  48.383221,  -4.503645,,,,1
I_2,"Liberté Frézier",,  48.391296,  -4.485936,,,,1
KGNAN_1,"Kergonan",,  48.411274,  -4.456964,,,,1
KGNAN_2,"Kergonan",,  48.411343,  -4.457651,,,,1
DAGRE_2,"Daguerre",,  48.430355,  -4.462649,,,,2
LACROS_2,"Lacrosse",,  48.428329,  -4.461016,,,,2
MART1_1,"Martin",,  48.423542,  -4.457315,,,,2
PENARC_B,"Pen-ar-c'hleuz",,  48.416092,  -4.483945,,,,1
PENARC_T,"pen-ar-c'hleuz",,  48.416977,  -4.481296,,,,1
MESSIO_1,"Messioual",,  48.419640,  -4.508650,,,,1
CPLLE_1,"Chapelle",,  48.425716,  -4.517773,,,,1
FUSILL_3,"Place des Fusillés",,  48.451065,  -4.466530,,,,1
FMARGOT,"College Fontaine Margot",,  48.382965,  -4.540396,,,,1
COPPIN_1,"Coppin",,  48.393841,  -4.494467,,,,1
CX_RGE_1,"Croix Rouge",,  48.407623,  -4.488830,,,,1
CX_RGE_2,"Croix Rouge",,  48.407463,  -4.489134,,,,1
ESNLE,"ESNLE",,  48.375988,  -4.519320,,,,2
ESNLE2,"ESNLE",,  48.374329,  -4.519319,,,,2
PMESDO_1,"Porte de Mesdoun",,  48.373596,  -4.523557,,,,2
PMESDO_2,"Porte de Mesdoun",,  48.373455,  -4.523633,,,,2
MERCEU_1,"Merceur",,  48.409470,  -4.412232,,,,1
MERCEU_2,"Merceur",,  48.410412,  -4.412761,,,,1
KCAO_4,"Kerscao",,  48.406063,  -4.409434,,,,1
KCAO_3,"Kerscao",,  48.405670,  -4.409559,,,,1
LANTEL,"Lantel",,  48.452976,  -4.470184,,,,1
KERAUDRY,"Keraudry",,  48.434662,  -4.360547,,,,2
RUQUELEN,"Ruquelen",,  48.435192,  -4.368168,,,,2
KERMA_4,"Kermaria",,  48.417522,  -4.476892,,,,2
KERMA_5,"Kermaria",,  48.417503,  -4.477013,,,,2
LIPPMAN2,"Lippman",,  48.426350,  -4.457911,,,,2
AFRANC_1,"A.France",,  48.383720,  -4.506041,,,,1
AFRANC_2,"A.France",,  48.383720,  -4.505730,,,,1
KRQE_1,"Kéranquéré",,  48.379204,  -4.530918,,,,1
CHARCO_1,"Charcot",,  48.410328,  -4.400199,,,,2
CHARCO_2,"Charcot",,  48.410667,  -4.400758,,,,2
PGOUES_A,"Porte Gouesnou",,  48.430923,  -4.467931,,,,1
PGOUESPK,"Porte Gouesnou",,  48.430904,  -4.467169,,,,1
PGOUES_5,"Porte Gouesnou",,  48.430885,  -4.466922,,,,1
PGARE_3,"Petite Gare",,  48.431389,  -4.510978,,,,1
KENNED_4,"Kennedy Gare",,  48.387470,  -4.482618,,,,1
PTGUI_1A,"Porte de Guipavas",,  48.419006,  -4.444564,,,,1
CKERA_1,"Cl.Keraudren",,  48.429317,  -4.476861,,,,1
CKERA_2,"Clinique Keraudren",,  48.429932,  -4.477144,,,,1
PLZMAI_7,"Plouzané Mairie",,  48.380177,  -4.600035,,,,1
PLZMAI_6,"Plouzané Mairie",,  48.380199,  -4.600132,,,,1
MESSIO_3,"Messioual",,  48.419735,  -4.506222,,,,1
MESSIO_2,"Messioual",,  48.419518,  -4.506858,,,,1
PTPLZ_TA,"Porte Plouzané",,  48.376244,  -4.553464,,,,1
PTPLZ_TR,"Porte Plouzané",,  48.376255,  -4.553561,,,,1
FMONT_TA,"Fort Montbarey",,  48.378693,  -4.543992,,,,1
FMONT_TR,"Fort Montbarey",,  48.378727,  -4.544024,,,,1
KROUX_TA,"Keranroux",,  48.382336,  -4.539392,,,,1
KROUX_TR,"Keranroux",,  48.382362,  -4.539409,,,,1
COAT_TA,"Coat Tan",,  48.386024,  -4.533401,,,,1
COAT_TR,"Coat Tan",,  48.386044,  -4.533403,,,,1
VALI_TA,"Vali Hir",,  48.386963,  -4.526750,,,,1
VALI_TR,"Vali Hir",,  48.386997,  -4.526646,,,,1
POLYG_TA,"Polygone",,  48.387241,  -4.518711,,,,1
POLYG_TR,"Polygone",,  48.387291,  -4.518690,,,,1
DUPUY_TA,"Dupuy de Lôme",,  48.390553,  -4.510202,,,,1
DUPUY_TR,"Dupuy de Lome",,  48.390644,  -4.509876,,,,1
CAPUC_TA,"Les Capucins",,  48.390442,  -4.504822,,,,1
CAPUC_TR,"Les Capucins",,  48.390282,  -4.504774,,,,1
ST_EX_TA,"Saint-Exupéry",,  48.387283,  -4.504367,,,,1
ST_EX_TR,"Saint-Exupery",,  48.387165,  -4.504365,,,,1
MAC_O_TA,"Mac Orlan",,  48.384739,  -4.503912,,,,1
MAC_O_TR,"Mac Orlan",,  48.384678,  -4.503850,,,,1
RECOU_TA,"Recouvrance",,  48.384155,  -4.499351,,,,1
RECOU_TR,"Recouvrance",,  48.384201,  -4.499167,,,,1
CHAT_TA,"Château",,  48.385448,  -4.492435,,,,1
CHAT_TR,"Château",,  48.385509,  -4.492470,,,,1
SIAM_TA,"Siam",,  48.388199,  -4.488892,,,,1
SIAM_TR,"Siam",,  48.388298,  -4.488892,,,,1
LIBE_TA,"Liberté",,  48.390320,  -4.485145,,,,1
LIBE_TR,"Liberté",,  48.390358,  -4.485137,,,,1
JJAUR_TA,"Jean Jaurès",,  48.392395,  -4.482679,,,,1
JJAUR_TR,"Jean Jaurès",,  48.392414,  -4.482641,,,,1
SMART_TA,"Saint Martin",,  48.394138,  -4.480047,,,,1
SMART_TR,"Saint Martin",,  48.394211,  -4.480003,,,,1
OCTRO_TA,"Octroi",,  48.396580,  -4.476219,,,,1
OCTRO_TR,"Octroi",,  48.396633,  -4.476199,,,,1
PILIE_TA,"Pilier Rouge",,  48.398842,  -4.472679,,,,1
PILIE_TR,"Pilier Rouge",,  48.398930,  -4.472718,,,,1
PLSTR_TA,"Place Strasbourg",,  48.402065,  -4.467910,,,,1
PLSTR_TR,"Place Strasbourg",,  48.402088,  -4.468007,,,,1
MENEZ_TA,"Menez Paul",,  48.406784,  -4.467779,,,,1
MENEZ_TR,"Menez Paul",,  48.406898,  -4.467835,,,,1
EUROP_TA,"Europe",,  48.411331,  -4.471123,,,,1
EUROP_TR,"Europe",,  48.411400,  -4.471133,,,,1
PONTA_TA,"Pontanézen",,  48.415058,  -4.471732,,,,1
PONTA_TR,"Pontanézen",,  48.415150,  -4.471716,,,,1
MESME_TA,"Mesmerrien",,  48.419674,  -4.467616,,,,1
MESME_TR,"Mesmerrien",,  48.419918,  -4.467594,,,,1
KERGA_TA,"Kergaradec",,  48.424503,  -4.466904,,,,1
KERGA_TR,"Kergaradec",,  48.424789,  -4.466968,,,,1
PTGOU_TR,"Porte Gouesnou",,  48.430965,  -4.468140,,,,1
KERLA_TA,"Kerlaurent",,  48.418633,  -4.453409,,,,1
KERLA_TR,"Kerlaurent",,  48.418663,  -4.453345,,,,1
EAU_B_TA,"Eau Blanche",,  48.416862,  -4.459861,,,,1
EAU_B_TR,"Eau Blanche",,  48.416882,  -4.459836,,,,1
PTGUI_TA,"Porte Guipavas",,  48.419151,  -4.444434,,,,1
ECNA_1,"Ecole Navale CIN",,  48.375809,  -4.525988,,,,1
ATELIERS,"Ateliers",,  48.388313,  -4.497362,,,,1
JEANMOUL,"Jean Moulin",,  48.385597,  -4.493808,,,,1
